institution,city,state,region,control,level,predominant_degree,admission_rate,sat_average,undergrad_enrollment,pct_pell_grant,pct_first_generation,median_family_income,cost_of_attendance,tuition_in_state,tuition_out_state,completion_rate,median_debt_at_graduation,median_earnings_6yr,median_earnings_10yr,earnings_p25_10yr,earnings_p75_10yr,pct_earning_over_25k_10yr,debt_to_earnings,latitude,longitude
University of Saint Mary,Leavenworth,KS,Plains,Private nonprofit,4-year,Bachelor's,0.8663,1029,925,0.3815,0.3571,55329,48728,35380,35380,0.4776,22018,54827,59483,38980,85139,0.765,0.37,39.279396,-94.906743
University of San Diego,San Diego,CA,Far West,Private nonprofit,4-year,Bachelor's,0.5238,,5671,0.2092,0.2486,70085,78720,59486,59486,0.8367,22940,64995,86522,56511,125761,0.847,0.265,32.770816,-117.192073
University of San Francisco,San Francisco,CA,Far West,Private nonprofit,4-year,Bachelor's,0.6171,1295,5287,0.2796,0.2801,57928,80141,60492,60492,0.7006,23000,69951,89812,55032,140551,0.84,0.256,37.776618,-122.450477
University of Science and Arts of Oklahoma,Chickasha,OK,Southwest,Public,4-year,Bachelor's,0.6582,1152,941,0.512,0.4318,34238,20662,9000,20190,0.4413,21750,35520,41913,22278,57467,0.646,0.519,35.031392,-97.95641
University of Scranton,Scranton,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.8123,1237,3554,0.2406,0.2035,99655,69552,53983,53983,0.7979,27000,62921,74652,51775,101526,0.881,0.362,41.406556,-75.656915
University of Silicon Valley,San Jose,CA,Far West,Private for-profit,4-year,Bachelor's,0.5118,,455,0.4974,0.2791,35952,35722,22480,22480,0.2874,31000,39802,51017,27722,,0.802,0.608,37.414049,-121.94087
University of Sioux Falls,Sioux Falls,SD,Plains,Private nonprofit,4-year,Bachelor's,0.8289,,1218,0.2884,0.2472,62319,34274,21750,21750,0.6291,23249,46712,54521,38541,78768,0.773,0.426,43.531574,-96.738229
University of South Alabama,Mobile,AL,Southeast,Public,4-year,Bachelor's,0.7096,1147,8879,0.3796,0.3343,36199,25476,10116,19092,0.5267,24929,41307,49379,30000,73471,0.703,0.505,30.696033,-88.178711
University of South Carolina Aiken,Aiken,SC,Southeast,Public,4-year,Bachelor's,0.7854,1120,2962,0.3924,0.3271,38484,21540,10760,21218,0.3985,24275,39689,45603,30146,68565,0.718,0.532,33.572704,-81.767612
University of South Carolina Beaufort,Bluffton,SC,Southeast,Public,4-year,Bachelor's,0.725,,2052,0.4011,0.3096,36860,24353,10730,21776,0.3399,24000,39214,48088,30645,71645,0.632,0.499,32.303308,-80.973595
University of South Carolina-Columbia,Columbia,SC,Southeast,Public,4-year,Bachelor's,0.6015,1297,29820,0.1911,0.1953,74190,31638,12688,35972,0.7882,21500,50621,62177,41018,93729,0.794,0.346,33.996788,-81.026935
University of South Carolina-Lancaster,Lancaster,SC,Southeast,Public,2-year,Associate,0.8344,,668,0.0997,,,18682,7558,18238,0.2465,9616,35206,39426,24439,57977,,0.244,34.736282,-80.787069
University of South Carolina-Salkehatchie,Allendale,SC,Southeast,Public,2-year,Associate,0.7599,,271,0.199,0.439,22814,19297,7558,18238,0.304,11000,28655,31360,17095,47444,0.546,0.351,33.014312,-81.301838
University of South Carolina-Sumter,Sumter,SC,Southeast,Public,2-year,Associate,0.7406,,716,0.1797,0.3663,29037,17964,7558,18238,0.3923,9250,36439,42437,27212,59757,0.673,0.218,33.934698,-80.373459
University of South Carolina-Union,Union,SC,Southeast,Public,2-year,Associate,0.6222,,270,0.1006,0.3508,25564,19112,7558,18238,0.4759,11000,34202,33699,18974,49036,0.619,0.326,34.717771,-81.621042
University of South Carolina-Upstate,Spartanburg,SC,Southeast,Public,4-year,Bachelor's,0.6726,1099,4038,0.4619,0.3514,37445,25124,11588,23090,0.4304,22310,43339,48587,32831,71756,0.717,0.459,34.996403,-81.970583
University of South Dakota,Vermillion,SD,Plains,Public,4-year,Bachelor's,0.9878,1125,5439,0.1866,0.2425,64844,24422,9432,12942,0.5991,23592,46290,51926,37336,70894,0.79,0.454,42.786019,-96.925283
University of South Florida,Tampa,FL,Southeast,Public,4-year,Bachelor's,0.4319,1227,37207,0.2936,0.3575,32495,22859,6410,17324,0.7676,17988,48328,57743,38636,84504,0.782,0.312,28.061458,-82.413232
University of Southern California,Los Angeles,CA,Far West,Private nonprofit,4-year,Bachelor's,0.0981,1495,20443,0.2224,0.2472,45149,90300,72097,72097,0.9183,18000,74461,92498,58692,141338,0.862,0.195,34.021281,-118.284169
University of Southern Indiana,Evansville,IN,Great Lakes,Public,4-year,Certificate,0.9581,1141,5292,0.229,0.3547,54413,22383,10066,22907,0.4818,20105,42323,47605,32217,68038,0.704,0.422,37.962374,-87.677214
University of Southern Maine,Portland,ME,New England,Public,4-year,Bachelor's,0.7923,1116,4222,0.2828,0.3284,35814,23717,11284,27944,0.4035,19060,47107,49958,29640,79076,0.741,0.382,43.662863,-70.274247
University of Southern Mississippi,Hattiesburg,MS,Southeast,Public,4-year,Bachelor's,0.9912,1190,10075,0.4628,0.326,27959,26566,9998,11998,0.4906,22500,37710,44140,28070,66054,0.725,0.51,31.32661,-89.331236
University of Spa & Cosmetology Arts,Springfield,IL,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,164,0.4694,0.4821,21980,,,,0.6364,4584,24853,27084,13364,41821,0.395,0.169,39.76672,-89.710839
University of St Francis,Joliet,IL,Great Lakes,Private nonprofit,4-year,Bachelor's,0.6529,1141,1223,0.3934,0.4238,57522,46239,38110,38110,0.6682,21079,56648,63926,45128,90346,0.827,0.33,41.532225,-88.096057
University of St Thomas,Houston,TX,Southwest,Private nonprofit,4-year,Bachelor's,0.8992,1090,3220,0.4164,0.3779,35252,45672,34634,34634,0.6877,19928,49971,59224,37152,82590,0.801,0.336,29.736438,-95.393102
University of St Thomas,Saint Paul,MN,Plains,Private nonprofit,4-year,Bachelor's,0.8536,1296,6245,0.2177,0.1377,94928,66116,54398,54398,0.7638,23250,62412,73739,51278,104019,0.879,0.315,44.943439,-93.188986
University of St. Augustine for Health Sciences,San Marcos,CA,Far West,Private for-profit,4-year,Graduate,,,,,,,,,,,,,79150,,91955,,,33.151849,-117.165964
University of Texas Southwestern Medical Center,Dallas,TX,Southwest,Public,4-year,Graduate,,,,,,4070,,,,,,,76860,60673,93631,0.918,,32.812307,-96.841156
University of Toledo,Toledo,OH,Great Lakes,Public,4-year,Bachelor's,0.9202,1235,9770,0.2746,0.3345,48412,26512,12744,22104,0.5704,22250,44162,50632,30611,76768,0.764,0.439,41.660572,-83.614714
University of Tulsa,Tulsa,OK,Southwest,Private nonprofit,4-year,Bachelor's,0.6151,1389,2813,0.2696,0.2285,56709,64459,50061,50061,0.7229,21500,54779,61408,36467,100122,0.784,0.35,36.152324,-95.945941
University of Utah,Salt Lake City,UT,Rocky Mountains,Public,4-year,Bachelor's,0.8598,1257,27264,0.1959,0.2944,38625,25557,9620,30860,0.6505,19000,55239,67170,40587,99335,0.798,0.283,40.762484,-111.846044
University of Valley Forge,Phoenixville,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.612,,471,0.4739,0.3333,36580,45422,25240,25240,0.4904,27000,35671,39016,22009,57865,0.599,0.692,40.117835,-75.5469
University of Vermont,Burlington,VT,New England,Public,4-year,Bachelor's,0.653,1374,11743,0.1315,0.1151,92817,35649,19058,45502,0.7859,20951,48164,62472,39819,91148,0.794,0.335,44.477325,-73.196646
University of Virginia's College at Wise,Wise,VA,Southeast,Public,4-year,Bachelor's,0.2854,1050,1101,0.3977,0.3679,35325,26593,11780,28010,0.4706,16750,39725,45325,32165,64827,0.757,0.37,36.970602,-82.559656
University of Virginia-Main Campus,Charlottesville,VA,Southeast,Public,4-year,Bachelor's,0.1681,1480,17597,0.1555,0.158,75580,39926,21803,59512,0.956,17500,72359,86863,59194,130294,0.885,0.201,38.035665,-78.503428
University of Washington-Bothell Campus,Bothell,WA,Far West,Public,4-year,Bachelor's,0.906,,5457,0.2864,0.3273,39205,26908,12919,43155,0.6532,14615,62979,78466,50171,115782,0.838,0.186,47.759773,-122.191293
University of Washington-Seattle Campus,Seattle,WA,Far West,Public,4-year,Bachelor's,0.3915,,31942,0.1486,0.3273,39205,32446,12973,43209,0.8518,14615,62979,78466,50171,115782,0.838,0.186,47.65538,-122.30514
University of Washington-Tacoma Campus,Tacoma,WA,Far West,Public,4-year,Bachelor's,0.8252,,4185,0.3966,0.3273,39205,25346,13168,43404,0.6324,14615,62979,78466,50171,115782,0.838,0.186,47.244594,-122.438541
University of West Alabama,Livingston,AL,Southeast,Public,4-year,Bachelor's,0.4265,1015,2974,0.5817,0.4032,25552,22758,10990,20090,0.347,24944,37106,44232,27937,62576,0.681,0.564,32.588132,-88.186329
University of West Florida,Pensacola,FL,Southeast,Public,4-year,Bachelor's,0.5824,1138,9330,0.3309,0.361,34584,19947,6360,19241,0.588,16624,42204,49137,32366,73762,0.727,0.338,30.549076,-87.218511
University of West Georgia,Carrollton,GA,Southeast,Public,4-year,Bachelor's,0.5161,1032,7520,0.404,0.3188,36595,21981,6088,17800,0.4349,23970,41000,49587,31963,69802,0.723,0.483,33.573621,-85.097762
University of Western States,Portland,OR,Far West,Private nonprofit,4-year,Bachelor's,,,0,,,8829,,,,,,26840,27382,10155,41813,0.69,,45.5365193,-122.580586
University of Wisconsin-Eau Claire,Eau Claire,WI,Great Lakes,Public,4-year,Bachelor's,0.8234,1220,8895,0.1964,0.2198,79294,21705,9642,19228,0.6381,20909,50011,58561,43086,79920,0.841,0.357,44.798284,-91.501906
University of Wisconsin-Green Bay,Green Bay,WI,Great Lakes,Public,4-year,Bachelor's,0.8859,1120,6341,0.2183,0.3631,53209,19366,8700,17288,0.4822,18500,46546,52528,38607,73130,0.782,0.352,44.532298,-87.919973
University of Wisconsin-La Crosse,La Crosse,WI,Great Lakes,Public,4-year,Bachelor's,0.755,1220,9277,0.1441,0.2138,83835,19593,10070,19517,0.7096,22500,49626,60378,44880,81523,0.856,0.373,43.81568,-91.23186
University of Wisconsin-Madison,Madison,WI,Great Lakes,Public,4-year,Bachelor's,0.452,1427,36902,0.1594,0.1681,92428,28679,11603,42103,0.8955,20484,61275,73792,52171,108161,0.869,0.278,43.075409,-89.404098
University of Wisconsin-Milwaukee,Milwaukee,WI,Great Lakes,Public,4-year,Bachelor's,0.9068,1090,16758,0.3275,0.3305,50518,22756,10398,22398,0.4932,23000,45851,54990,36406,76601,0.782,0.418,43.076848,-87.880488
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,Great Lakes,Public,4-year,Bachelor's,1.0,,543,0.1845,0.3305,50518,,,,,23000,45851,54990,36406,76601,0.782,0.418,43.076848,-87.880488
University of Wisconsin-Oshkosh,Oshkosh,WI,Great Lakes,Public,4-year,Bachelor's,0.865,1090,6877,0.1607,0.3102,65029,19652,8532,16446,0.4614,21500,50140,55548,40222,76239,0.807,0.387,44.026206,-88.549369
University of Wisconsin-Parkside,Kenosha,WI,Great Lakes,Public,4-year,Bachelor's,0.7539,1090,2844,0.3503,0.4095,42730,18199,8270,17429,0.404,20492,42154,51129,33245,72867,0.719,0.401,42.647718,-87.855231
University of Wisconsin-Parkside Flex,Kenosha,WI,Great Lakes,Public,4-year,Bachelor's,,,172,0.2238,0.4095,42730,,,,,20492,42154,51129,33245,72867,0.719,0.401,42.645603,-87.855007
University of Wisconsin-Platteville,Platteville,WI,Great Lakes,Public,4-year,Bachelor's,0.8938,1190,5837,0.211,0.2874,71248,21266,8644,17603,0.5576,21977,54825,61760,43703,83326,0.819,0.356,42.733451,-90.48622
University of Wisconsin-River Falls,River Falls,WI,Great Lakes,Public,4-year,Bachelor's,0.8172,1150,4205,0.2083,0.2645,69526,19781,9008,17470,0.57,20500,46524,54458,38018,72674,0.803,0.376,44.8534,-92.622641
University of Wisconsin-Stevens Point,Stevens Point,WI,Great Lakes,Public,4-year,Bachelor's,0.918,1150,7306,0.287,0.3057,63572,20079,9488,18508,0.5078,21503,43371,52021,37608,69056,0.788,0.413,44.529582,-89.570934
University of Wisconsin-Stout,Menomonie,WI,Great Lakes,Public,4-year,Bachelor's,0.8767,1150,5842,0.2386,0.2784,70070,22797,10701,19265,0.5486,23000,50251,58084,40531,80699,0.818,0.396,44.873187,-91.926653
University of Wisconsin-Superior,Superior,WI,Great Lakes,Public,4-year,Bachelor's,0.9301,1090,1807,0.3082,0.2959,47927,19860,8812,16726,0.4188,22500,41868,49606,34128,67440,0.719,0.454,46.717629,-92.091007
University of Wisconsin-Whitewater,Whitewater,WI,Great Lakes,Public,4-year,Bachelor's,0.8572,1050,9405,0.2517,0.2996,70028,18719,8616,18716,0.589,23188,47909,55356,40426,75834,0.803,0.419,42.835563,-88.742368
University of Wyoming,Laramie,WY,Rocky Mountains,Public,4-year,Bachelor's,0.9688,,7944,0.2275,0.2773,54734,24818,7768,24178,0.5884,18000,48360,56880,37256,80898,0.773,0.316,41.311773,-105.57931
University of the Cumberlands,Williamsburg,KY,Southeast,Private nonprofit,4-year,Bachelor's,0.9881,,6941,0.5338,0.3977,38747,25567,9875,9875,0.5043,14911,39046,45036,28579,63134,0.645,0.331,36.737048,-84.161646
University of the District of Columbia,Washington,DC,Mid East,Public,4-year,Associate,,,3351,0.3579,0.5079,19867,20437,5662,12514,0.3324,24872,36358,44236,21221,68748,0.642,0.562,38.943819,-77.066247
University of the Incarnate Word,San Antonio,TX,Southwest,Private nonprofit,4-year,Bachelor's,0.9814,,4440,0.446,0.4326,36409,48681,37090,37090,0.5098,27000,47625,56733,35538,80251,0.789,0.476,29.46708,-98.46583
University of the Ozarks,Clarksville,AR,Southeast,Private nonprofit,4-year,Bachelor's,0.5951,1105,767,0.3984,0.3469,40932,38666,25950,25950,0.5148,20875,37651,44384,32523,60124,0.781,0.47,35.476278,-93.467221
University of the Pacific,Stockton,CA,Far West,Private nonprofit,4-year,Bachelor's,0.7132,1346,3204,0.3612,0.3502,44822,71515,57080,57080,0.6905,19500,62672,78445,50494,122307,0.868,0.249,37.981424,-121.312301
University of the Potomac-VA Campus,FALLS CHURCH,VA,Southeast,Private for-profit,4-year,Bachelor's,,,157,0.0,0.4833,25639,,6660,6660,0.5,8769,38444,34961,13216,58024,0.738,0.251,38.906944,-77.216062
University of the Potomac-Washington DC Campus,Washington,DC,Mid East,Private for-profit,4-year,Associate,,,809,0.2444,0.4833,25639,,6660,6660,0.3333,8769,38444,34961,13216,58024,0.738,0.251,38.90054,-77.032531
University of the Southwest,Hobbs,NM,Southwest,Private nonprofit,4-year,Bachelor's,,,346,0.5519,0.4688,33345,28210,16670,16670,0.1698,21303,36600,45389,25950,68358,0.78,0.469,32.775496,-103.186948
University of the Virgin Islands,Charlotte Amalie,VI,Outlying Areas,Public,4-year,Bachelor's,0.9898,938,1518,0.4874,0.4662,24471,17771,5957,16557,0.2823,16800,32360,38681,23467,56467,0.648,0.434,18.344193,-64.972866
University of the Virgin Islands-Albert A. Sheen,St. Croix,VI,Outlying Areas,Public,4-year,Not classified,,,,,0.4662,24471,,5957,16557,,16800,32360,38681,23467,56467,0.648,0.434,,
Upper Iowa University,Fayette,IA,Plains,Private nonprofit,4-year,Bachelor's,0.9646,1090,1994,0.3179,0.4508,31130,34022,19475,19475,0.3389,25000,48776,52766,34231,73435,0.737,0.474,42.838283,-91.799543
Upper Valley Career Center,Piqua,OH,Great Lakes,Public,Less than 2-year,Certificate,,,131,0.5474,0.6358,21115,,,,0.7778,8793,37137,52170,34635,68127,0.584,0.169,40.161207,-84.213946
Upstate Medical University,Syracuse,NY,Mid East,Public,4-year,Bachelor's,,,159,0.2712,0.3504,35952,,,,,15000,83990,92257,68972,132568,0.947,0.163,43.041819,-76.140009
Urban Academy of Beauty,Rio Rancho,NM,Southwest,Private for-profit,Less than 2-year,Certificate,,,0,,0.4975,19724,,,,,10556,20360,33273,12968,50068,,0.317,35.241061,-106.677601
Urban College of Boston,Boston,MA,New England,Private nonprofit,2-year,Associate,,,438,0.2525,0.7117,16240,19353,7608,7608,0.0,,33241,35472,15266,46290,0.489,,42.352922,-71.0642
Ursinus College,Collegeville,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.9177,1310,1491,0.2011,0.1885,99302,76815,61210,61210,0.7328,27000,54542,73721,50224,106026,0.858,0.366,40.193023,-75.456505
Ursuline College,Pepper Pike,OH,Great Lakes,Private nonprofit,4-year,Bachelor's,0.7493,1097,670,0.4301,0.344,37541,50523,38990,38990,0.6667,26250,45646,56878,37235,76180,0.811,0.462,41.497035,-81.465118
Uta Mesivta of Kiryas Joel,Monroe,NY,Mid East,Private nonprofit,4-year,Bachelor's,,,2957,0.874,,18200,21682,16000,16000,0.7019,,27871,31853,17639,64208,,,41.333864,-74.161179
Utah County Campus,Orem,UT,Rocky Mountains,Private for-profit,Less than 2-year,Not classified,,,,,0.391,26804,,,,,7667,22336,27153,12587,46302,,0.282,,
Utah State University,Logan,UT,Rocky Mountains,Public,4-year,Bachelor's,0.9247,1187,20272,0.2578,0.2836,42950,21654,9228,24802,0.5913,14340,44822,54022,28475,80715,0.723,0.265,41.740748,-111.81391
Utah Tech University,Saint George,UT,Rocky Mountains,Public,4-year,Certificate,,,8552,0.2208,0.39,35331,20763,6306,18246,0.3839,15000,37959,44570,22563,69999,0.644,0.337,37.102769,-113.565903
Utah Valley University,Orem,UT,Rocky Mountains,Public,4-year,Associate,,,28453,0.2292,0.2722,31983,14765,6507,18489,0.4511,14750,46825,55486,30185,86094,0.722,0.266,40.281078,-111.716456
Utica University,Utica,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.9195,1110,2278,0.3337,0.3156,47546,37205,26930,26930,0.5624,22500,57422,63277,40485,90057,0.782,0.356,43.096213,-75.272916
VICI Beauty School,Greenfield,WI,Great Lakes,Private for-profit,2-year,Certificate,,,109,0.627,0.4575,31568,,,,0.8812,6333,28628,32393,17563,46406,0.472,0.196,42.969877,-88.049912
Valdosta State University,Valdosta,GA,Southeast,Public,4-year,Bachelor's,0.7229,1013,6622,0.5228,0.3075,35444,20801,6124,17836,0.4236,24779,39416,49361,31232,69186,0.736,0.502,30.847402,-83.289282
Valencia College,Orlando,FL,Southeast,Public,4-year,Certificate,,,39486,0.3914,0.4215,23247,18529,2664,9576,0.478,9300,32638,40594,22495,60732,0.623,0.229,28.520783,-81.464275
Valley City State University,Valley City,ND,Plains,Public,4-year,Bachelor's,0.9907,1041,958,0.1689,0.2625,59878,20468,8514,13544,0.5333,20369,45820,52725,37044,69067,0.724,0.386,46.918517,-98.00389
Valley College - Fairlawn - School of Nursing,Fairlawn,OH,Great Lakes,Private nonprofit,Less than 2-year,Not classified,,,,,0.6305,13262,,,,,9500,25548,24900,11892,37503,0.449,0.382,,
Valley College-Beckley,Beckley,WV,Southeast,Private nonprofit,2-year,Certificate,,,165,0.7407,0.635,10322,,,,0.625,9500,22156,24070,14412,36066,0.311,0.395,37.789287,-81.187539
Valley College-Cleveland,Cleveland,OH,Great Lakes,Private nonprofit,2-year,Certificate,,,887,0.7279,0.6305,13262,,,,0.5738,9500,25548,24900,11892,37503,0.449,0.382,41.419409,-81.747723
Valley College-Martinsburg,Martinsburg,WV,Southeast,Private nonprofit,4-year,Certificate,,,765,0.7545,0.6305,13262,,,,0.6643,9500,25548,24900,11892,37503,0.449,0.382,39.486897,-77.959272
Valley Forge Military College,Wayne,PA,Mid East,Private nonprofit,2-year,Associate,,,90,0.2941,0.3362,37909,53511,32176,32176,0.9583,9500,36080,50798,22899,83769,0.756,0.187,40.053697,-75.382097
Valley Grande Institute for Academic Studies,Weslaco,TX,Southwest,Private nonprofit,Less than 2-year,Certificate,,,84,0.9524,0.6426,15130,,,,0.8,9500,30701,33472,20318,57161,0.516,0.284,26.158256,-97.990391
Valparaiso University,Valparaiso,IN,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8943,1178,2083,0.2732,0.2881,70535,58437,48450,48450,0.7037,26942,55216,63191,42013,89612,0.84,0.426,41.462239,-87.040172
Vance-Granville Community College,Henderson,NC,Southeast,Public,2-year,Associate,,,1665,0.3112,0.5153,17595,13153,1944,6552,0.5259,,29763,34304,17061,50529,0.481,,36.323887,-78.487651
VanderCook College of Music,Chicago,IL,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8947,,76,0.2626,,59619,44613,30910,30910,0.6667,27000,45704,47863,30624,64978,,0.564,41.836833,-87.629138
Vanderbilt University,Nashville,TN,Southeast,Private nonprofit,4-year,Bachelor's,0.0586,1549,7208,0.2022,0.1223,58118,89590,67498,67498,0.9354,14000,73909,91565,59554,138460,0.892,0.153,36.14659,-86.803369
Vanguard University of Southern California,Costa Mesa,CA,Far West,Private nonprofit,4-year,Bachelor's,0.6244,,1933,0.4378,0.3588,42880,52665,41700,41700,0.5677,22000,43464,59541,33700,85469,0.676,0.369,33.662686,-117.900911
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,Great Lakes,Public,Less than 2-year,Certificate,,,7,0.087,,12685,,,,1.0,,32599,33907,20713,48155,,,41.365056,-83.128188
Vantage Career Center,Van Wert,OH,Great Lakes,Public,Less than 2-year,Certificate,,,104,0.1174,,24442,,,,0.9194,11978,36131,33875,18763,49477,0.476,0.354,40.882295,-84.570198
Vassar College,Poughkeepsie,NY,Mid East,Private nonprofit,4-year,Bachelor's,0.1857,1494,2444,0.1924,0.1418,71194,87419,71030,71030,0.9108,18625,49177,71366,47264,105378,0.827,0.261,41.686895,-73.895088
Vaughn College of Aeronautics and Technology,Flushing,NY,Mid East,Private nonprofit,4-year,Associate,,,1302,0.4967,0.4709,21529,47346,29810,29810,0.3919,21125,48890,64973,37053,100054,0.797,0.325,40.768348,-73.881721
Veeb Nassau County School of Practical Nursing,Hicksville,NY,Mid East,Public,Less than 2-year,Certificate,,,193,0.2835,0.477,26146,45829,20230,20230,0.475,9500,58467,62185,42858,87837,0.821,0.153,40.766548,-73.520569
Velvatex College of Beauty Culture,Little Rock,AR,Southeast,Private for-profit,Less than 2-year,Certificate,,,8,1.0,0.6364,4800,,,,0.6429,,14400,17412,,34417,,,34.735685,-92.289597
Venango County Area Vocational Technical School,Oil City,PA,Mid East,Public,Less than 2-year,Certificate,0.3846,,59,0.7077,0.6456,20530,,,,0.4828,13500,38241,38161,25097,52201,,0.354,41.426492,-79.687135
Ventura Adult and Continuing Education,Ventura,CA,Far West,Public,Less than 2-year,Certificate,,,74,0.4663,0.5312,11367,,,,0.9706,3920,38049,38232,20584,56320,0.565,0.103,34.256061,-119.219561
Ventura College,Ventura,CA,Far West,Public,2-year,Associate,,,10150,0.2622,0.5666,22348,9306,1426,9615,0.3846,13876,34084,43430,23425,66769,0.623,0.32,34.277393,-119.230604
Venus Beauty Academy,Aston,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,56,0.3853,0.614,19300,,,,0.8472,7388,18877,22727,9987,38880,0.384,0.325,39.855718,-75.422229
Vermont State University,Randolph,VT,New England,Public,4-year,Bachelor's,0.8167,,3590,0.3413,0.3809,42873,25988,11952,22296,0.4722,15000,41340,50331,35188,74896,0.783,0.298,43.939623,-72.604498
Vernon College,Vernon,TX,Southwest,Public,2-year,Associate,,,2113,0.4176,0.4644,25710,14564,3720,6120,0.2102,11000,34881,40464,22354,63679,0.623,0.272,34.159298,-99.319094
